,IMO,Name,Ship type,Technical efficiency,Ice Class,Total fuel consumption [m tonnes],Fuel consumptions assigned to On laden [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],CO₂ emissions assigned to Passenger transport [m tonnes],CO₂ emissions assigned to Freight transport [m tonnes],CO₂ emissions assigned to On laden [m tonnes],Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average Fuel consumption per transport work (volume) [g / m³ · n miles],Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],Through ice [n miles],Time spent at sea [hours],Total time spent at sea through ice [hours],Fuel consumption per distance on laden voyages [kg / n mile],Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,Average density of the cargo transported [m tonnes / m³],name,ship_type,length,breadth,draught,year_built,gross_tonnage,deadweight,engine_type,engine_model,engine_power,max_speed,avg_speed
70,8025343,SUPER SERVANT 4,Other ship types,EIV (15.05 gCO₂/t·nm),,7700.0,,24063.91,11007.82,7377.73,5242.66,435.68,,,,6737.0,108.58,Division by zero!,,9.09,339.32,Division by zero!,,28.4,,6737.0,,,,,,,,,,,,,,,,SUPER SERVANT 4,Other ship types,169.0,32.0,5.1 m,1982.0,12642.0,14112.0,Stork,,3251 KW,16.1,11.9
71,8027573,ZEKO Y,General cargo ship,EIV (11.16 gCO₂/t·nm),,150.2,,481.54,0.0,192.0,280.0,10.0,,,,286.0,48.45,6.2,,5.91,155.34,19.88,,18.94,,286.0,,,,,,,,,,,,,,,,ZEKO Y,General cargo ship,127.0,17.0,4.2 m,1981.0,5934.0,8528.0,,,,14.1,11.5
72,8030283,AVIVA,Ro-ro ship,Not Applicable (0 gCO₂/t·nm),IA,1461.03,,4627.7,322.68,1932.85,1930.22,441.95,,,,3523.45,55.15,71.88,,,174.7,227.69,,,,3523.45,,,,,,,,,,,,,,,,AVIVA,Ro-ro ship,141.0,18.0,5.1 m,1983.0,10957.0,5654.0,Deutz,,5300 KW,---,---
73,8105404,RAMA H,General cargo ship,EIV (13.89 gCO₂/t·nm),,760.0,,2405.76,116.91,960.58,707.03,620.63,,,,1470.2,59.1,Division by zero!,,8.72,187.08,Division by zero!,,27.61,,1470.2,,,,,,,,,,,,,,,,RAMA H,General cargo ship,118.0,18.0,4.9 m,1982.0,5241.0,8214.0,,,,12.1,11.2
74,8110681,BONTRUP AMSTERDAM,Bulk carrier,EIV (5.34 gCO₂/t·nm),,3459.15,,11058.22,3771.22,3061.0,3497.63,728.37,,,,3810.17,91.53,3.32,,,292.62,10.62,,,,3810.17,,,,,,,,,,,,,,,,BONTRUP AMSTERDAM,Bulk carrier,224.0,32.0,11.6 m,1984.0,35904.0,65402.0,,,,13.5,9.3
75,8116972,LILY-HA,General cargo ship,EIV (17.96 gCO₂/t·nm),,104.0,,326.71,0.0,124.7,170.3,32.25,,,,357.75,34.63,Division by zero!,,3.34,108.79,Division by zero!,,10.48,,357.75,,,,,,,,,,,,,,,,LILY-HA,General cargo ship,129.0,20.0,,1982.0,8320.0,12352.0,,,,,
76,8124785,DEVELOPMENT WAY,Other ship types,EIV (15 gCO₂/t·nm),,1066.2,,3326.47,0.0,688.68,2590.26,47.54,,,,1098.5,95.83,25.94,,Division by zero!,298.98,80.93,,Division by zero!,,1098.5,,,,,,,,,,,,,,,,DEVELOPMENT WAY,Other ship types,215.0,34.0,9.9 m,1983.0,28592.0,31287.0,,,,8.2,8.2
77,8125454,ARAL,Chemical tanker,EIV (14.42 gCO₂/t·nm),,1245.47,,3940.89,564.12,1684.85,1513.43,178.47,,,,3598.83,44.07,13.53,,,139.44,42.81,,,,3598.83,,,,,,,,,,,,,,,,ARAL,Chemical tanker,113.0,17.0,7.6 m,1982.0,5285.0,8915.0,Caterpillar,7UEC68LSE,2030 KW,13,11.4
78,8200577,ATLANTIC M,Other ship types,EIV (47.21 gCO₂/t·nm),,911.6,,2887.36,0.0,1541.0,1301.0,45.0,,,,1913.0,48.73,142.03,,142.03,154.34,449.87,,449.87,,1913.0,,,,,,,,,,,,,,,,ATLANTIC M,Other ship types,99.0,17.0,5.3 m,1983.0,7069.0,2655.0,,,,10.8,8.2
79,8201480,ARTANIA,Passenger ship,Not Applicable,,7182.53,,23027.19,21722.25,0.0,0.0,1304.94,,,,3230.87,195.54,,,,626.91,,,,,3230.87,,,,,,,,,,,,,,,,ARTANIA,Passenger ship,230.0,32.0,,1984.0,44656.0,4661.0,Wartsila,12V32,23760 KW,,
80,8201624,MSC IRIS,Container ship,EIV (29.43 gCO₂/t·nm),IA,1272.04,,4032.18,0.0,2208.23,1412.36,411.59,,,,1563.1,130.17,20,,,412.61,63.41,,,0.0,1563.1,0.0,,,,,,,,,,,,,,,MSC IRIS,Container ship,203.0,25.0,10.4 m,1982.0,21586.0,21370.0,MAN-B&W,9K90MC,15660 KW,15.1,13
81,8201636,MSC MALIN,Container ship,EIV (28.11 gCO₂/t·nm),IA,5311.05,,16815.81,14424.54,1089.6,0.0,1301.65,,,,4635.3,104.33,10.09,,,330.33,31.94,,,0.0,4635.3,0.0,,,,,,,,,,,,,,,MSC MALIN,Container ship,203.0,25.0,9.9 m,1982.0,21586.0,21370.0,B&W,,,12.9,11.6
82,8201648,MSC EYRA,Container ship,EIV (23.83 gCO₂/t·nm),IA,5129.74,,16261.07,10956.33,2747.36,1237.73,1319.65,,,,4717.87,100.83,9.85,,,319.63,31.23,,,0.0,4717.87,0.0,,,,,,,,,,,,,,,MSC EYRA,Container ship,203.0,25.0,9.8 m,1982.0,21586.0,21370.0,,,,11.6,9.5
83,8202018,IRON DESTINY,Bulk carrier,EIV (6 gCO₂/t·nm),,165.69,,531.2,0.0,125.69,137.66,267.85,,,,102.6,387.76,12.78,,,1243.15,40.97,,,,102.6,,,,,,,,,,,,,,,,IRON DESTINY,Bulk carrier,246.0,42.0,---,1986.0,54263.0,89846.0,Sulzer,5rlb90,12500 KW,---,---
84,8202525,SEA DOVE,Bulk carrier,Not Applicable,,500.1,,1581.05,0.0,1029.3,502.33,49.42,,,,891.75,70.27,2.52,,,222.16,7.98,,,,891.75,,,,,,,,,,,,,,,,SEA DOVE,Bulk carrier,186.0,28.0,,1987.0,22359.0,36639.0,Sulzer,7RTA-58,8248 KW,,
85,8203660,VALMIERA,General cargo ship,EIV (10.22 gCO₂/t·nm),,64.6,,204.44,0.0,85.7,102.44,16.3,,,,361.08,51.14,19.55,,19.43,161.83,61.88,,61.51,,361.08,,,,,,,,,,,,,,,,VALMIERA,General cargo ship,106.0,19.0,4.5 m,1982.0,5424.0,7782.0,,,,11.7,8.8
86,8204250,NABOLSI,Other ship types,EIV (13.19 gCO₂/t·nm),,2901.0,,9168.49,0.0,6062.61,3019.76,86.12,,,,3655.02,75.69,128.8,,128.64,239.23,407.07,,406.57,,3655.02,,,,,,,,,,,,,,,,NABOLSI,Other ship types,156.0,24.0,8 m,1983.0,18337.0,8555.0,Mitsubishi,UEC52L(A),,6.8,4.1
87,8204731,KIVELI,Bulk carrier,EIV (7.18 gCO₂/t·nm),,611.86,,1935.88,0.0,519.71,1244.9,171.26,,,,518.0,114.11,4.97,,,361.04,15.72,,,,518.0,,,,,,,,,,,,,,,,KIVELI,Bulk carrier,193.0,27.0,,2007.0,22115.0,38191.0,,,,,
88,8207381,MY ROSE,Ro-ro ship,EIV (20.75 gCO₂/t·nm),,1096.6,,3515.7,940.0,1046.76,1454.88,74.06,,,,2568.52,48.67,135.72,,,156.04,435.12,,,,2568.52,,,,,,,,,,,,,,,,MY ROSE,Ro-ro ship,131.0,19.0,,1984.0,7955.0,7230.0,MAK,,3600 KW,,
89,8208763,POETA LOPEZ ANGLADA,Ro-pax ship,EIV (30.8 gCO₂/t·nm),,6164.73,,19347.27,0.0,8213.89,8150.23,2983.18,48.21,16315.88,,4242.62,163.96,,,,514.56,,,,,4242.62,,,,,,,,,,,,,,,,POETA LOPEZ ANGLADA,Ro-pax ship,130.0,22.0,4.8 m,1984.0,15229.0,2430.0,Pielstick,6PC2,15840 KW,16.2,13.7
90,8209626,SEA GLORY,General cargo ship,EIV (9.8 gCO₂/t·nm),,324.0,,1025.87,35.15,268.88,629.2,134.97,,,,858.6,43.73,Division by zero!,,8.12,138.47,Division by zero!,,25.7,,858.6,,,,,,,,,,,,,,,,SEA GLORY,General cargo ship,125.0,18.0,6.1 m,1983.0,5505.0,7822.0,MAK,,,10.3,8.5
91,8214889,HAK,General cargo ship,EIV (7.63 gCO₂/t·nm),IC,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,Division by zero!,Division by zero!,Division by zero!,,Division by zero!,,0.0,,,,,,,,,,,,,,,,HAK,General cargo ship,130.0,20.0,,1983.0,7641.0,13286.0,,,,,
92,8219906,SCILLA,Ro-pax ship,EIV (123 gCO₂/t·nm),,2211.83,,7091.13,7091.13,0.0,0.0,0.0,3191.01,3900.12,,1339.0,202.79,,,,650.14,,,,,1339.0,,,,,,,,,,,,,,,,SCILLA,Ro-pax ship,145.0,18.0,5.2 m,1985.0,5619.0,2395.0,,,,16.3,15.6
93,8219918,VILLA,Ro-pax ship,EIV (123 gCO₂/t·nm),,2471.27,,7922.88,7922.88,0.0,0.0,0.0,4357.58,3565.3,,1571.0,193.2,,,,619.39,,,,,1571.0,,,,,,,,,,,,,,,,VILLA,Ro-pax ship,145.0,18.0,5 m,1985.0,5619.0,2435.0,,,,16.3,14.7
94,8300169,SLAVYANIN,Ro-ro ship,EIV (31.44 gCO₂/t·nm),,1135.78,1012.4,3555.58,11.53,1618.8,1606.94,318.29,,,3162.24,2951.0,65.95,29.76,,,206.46,93.18,,,,2951.0,,58.79,26.53,,,,,183.62,82.87,,,,,,,SLAVYANIN,Ro-ro ship,150.0,21.0,4.5 m,1984.0,6327.0,6258.0,Pielstick,8PC2-5L,5500 KW,---,---
95,8303989,GHENA,Other ship types,EIV (36.85 gCO₂/t·nm),,812.0,,2543.75,0.0,1075.82,1320.46,147.48,,,,610.2,102.11,62.69,,Division by zero!,319.87,196.39,,Division by zero!,,610.2,,,,,,,,,,,,,,,,GHENA,Other ship types,190.0,32.0,9.8 m,1984.0,40035.0,14885.0,,,,17.2,13.8
96,8306486,MEGA SMERALDA,Ro-pax ship,EIV (3.69 gCO₂/t·nm),,14333.29,,44740.34,41074.9,0.0,0.0,3666.07,3544.23,41196.11,,4372.17,200.1,,,,624.59,,,,,4372.17,,,,,,,,,,,,,,,,MEGA SMERALDA,Ro-pax ship,168.0,28.0,6.4 m,1985.0,34694.0,3019.0,,,,15.1,14
97,8306498,MEGA ANDREA,Ro-pax ship,EIV (3.84 gCO₂/t·nm),,14961.57,,46756.55,42640.68,0.0,0.0,4121.19,3427.36,43130.22,,4218.45,217.82,,,,680.7,,,,,4218.45,,,,,,,,,,,,,,,,MEGA ANDREA,Ro-pax ship,171.0,28.0,6.5 m,1986.0,34419.0,3720.0,Pielstick,12PC2-5V-400,26400 KW,18.6,15.7
98,8307947,TAHA-Y,General cargo ship,EIV (5.61 gCO₂/t·nm),,302.84,,958.15,0.0,393.53,487.77,76.84,,,,588.53,74.91,5.89,,5.77,237.01,18.64,,18.27,,588.53,,,,,,,,,,,,,,,,TAHA-Y,General cargo ship,170.0,27.0,9.7 m,1985.0,18977.0,29319.0,,,,14.3,10.4
99,8309397,BONTRUP PEARL,General cargo ship,EIV (5.16 gCO₂/t·nm),,3163.34,,10071.7,6093.79,1598.42,1508.11,871.36,,,,4100.93,77.54,,,3.77,246.86,,,12.01,,4100.93,,,,,,,,,,,,,,,,BONTRUP PEARL,General cargo ship,187.0,29.0,12.7 m,1984.0,27962.0,43952.0,Sulzer,6RTA-58,3000 KW,14.4,10.5
100,8311118,ICE RIVER,Refrigerated cargo carrier,EIV (13.02 gCO₂/t·nm),,2403.6,,7508.22,0.0,4045.1,3315.4,147.8,,,,2335.3,78.19,29.78,,,244.26,93.03,,,,2335.3,,,,,,,,,,,,,,,,ICE RIVER,Refrigerated cargo carrier,144.0,23.0,,1985.0,12401.0,14519.0,Sulzer,6S50ME,7161 KW,,
101,8311120,ICE RUNNER,Refrigerated cargo carrier,EIV (13.02 gCO₂/t·nm),,1944.2,,6087.33,436.6,3247.5,2140.3,263.0,,,,1817.6,75.33,21.52,,,235.85,67.37,,,,1817.6,,,,,,,,,,,,,,,,ICE RUNNER,Refrigerated cargo carrier,144.0,23.0,,1984.0,12411.0,14499.0,MAN-B&W,6L60MCE,9600 KW,,
102,8313702,ARUBA PEARL,General cargo ship,EIV (6.51 gCO₂/t·nm),,1492.24,,4699.81,1069.48,1252.25,2050.51,327.56,,,,1809.98,78.35,,,2.55,246.76,,,8.03,,1809.98,,,,,,,,,,,,,,,,ARUBA PEARL,General cargo ship,187.0,29.0,7.2 m,1986.0,28239.0,42497.0,,,,---,---
103,8315554,IMPALA,Bulk carrier,EIV (8.8 gCO₂/t·nm),,1722.78,,5506.49,2744.05,692.56,610.2,1459.69,,,,4812.32,51.49,10,,,164.58,31.97,,,,4812.32,,,,,,,,,,,,,,,,IMPALA,Bulk carrier,129.0,20.0,,1985.0,7857.0,11546.0,,,,,
104,8317942,COLOR VIKING,Ro-pax ship,EIV (45.6 gCO₂/t·nm),IB,869.41,,2787.33,2380.51,0.0,0.0,406.8,2706.5,80.83,,460.0,132.69,,,,425.42,,,,0.0,460.0,0.0,,,,,,,,,,,,,,,COLOR VIKING,Ro-pax ship,134.0,24.0,,1985.0,19763.0,2390.0,,,,,
105,8317954,STENA NAUTICA,Ro-pax ship,EIV (46.96 gCO₂/t·nm),IB,6358.7,,20385.98,18778.07,0.0,0.0,1607.93,9862.74,10523.24,,5399.95,87.56,,,,280.72,,,,0.0,5399.95,0.0,,,,,,,,,,,,,,,STENA NAUTICA,Ro-pax ship,135.0,24.0,5.3 m,1986.0,19504.0,3676.0,,,,---,---
106,8320573,MEGA REGINA,Ro-pax ship,EIV (3.45 gCO₂/t·nm),IA Supper,5214.43,,16327.94,12284.53,0.0,0.0,4043.42,2258.77,13875.31,,1341.83,239.54,,,,750.07,,,,,1341.83,,,,,,,,,,,,,,,,MEGA REGINA,Ro-pax ship,175.0,28.0,,1985.0,37799.0,3000.0,,,,,
107,8401133,MAESTRO SUN,Ro-ro ship,EIV (21.1 gCO₂/t·nm),,1430.7,,4494.3,0.0,1796.4,1796.4,901.5,,,,1513.8,131.16,0.11,,,412.02,0.36,,,,1513.8,,,,,,,,,,,,,,,,MAESTRO SUN,Ro-ro ship,160.0,22.0,4.7 m,1986.0,15375.0,9200.0,MAK,,,14.2,12.5
108,8401444,SAILOR,Ro-pax ship,EIV (13.3 gCO₂/t·nm),IA Supper,5800.5,,18365.28,14406.13,0.0,0.0,3888.14,3021.77,11384.34,,3251.2,120.01,,,,379.98,,,,,3251.2,,,,,,,,,,,,,,,,SAILOR,Ro-pax ship,157.0,25.0,7 m,1987.0,20921.0,8027.0,Sulzer,,15353 KW,15.4,14.5
109,8401523,PROFESSOR B,General cargo ship,EIV (14.77 gCO₂/t·nm),,228.0,,721.13,6.0,244.0,418.0,53.0,,,,311.0,69.77,5.7,,5.66,220.66,18.04,,17.9,,311.0,,,,,,,,,,,,,,,,PROFESSOR B,General cargo ship,151.0,22.0,,1984.0,10733.0,14120.0,,,,,
110,8405191,MARE DI LEVANTE,Ro-pax ship,EIV (38.93 gCO₂/t·nm),,3066.47,,9728.51,6829.5,0.0,0.0,2899.01,451.83,9276.68,,2584.33,81.1,,,,257.28,,,,,2584.33,,,,,,,,,,,,,,,,MARE DI LEVANTE,Ro-pax ship,120.0,21.0,4.5 m,1984.0,4059.0,2228.0,,,,15.8,15.6
111,8408648,ADMIRAL,General cargo ship,EIV (20.16 gCO₂/t·nm),,58.9,,184.56,0.0,20.29,150.8,13.47,,,,115.37,42.96,5.33,,4.85,134.62,16.69,,15.21,,115.37,,,,,,,,,,,,,,,,ADMIRAL,General cargo ship,115.0,18.0,8.8 m,1984.0,5586.0,8875.0,,,,9.5,9.5
112,8413875,MSC GABRIELLA,Container ship,EIV (11.91 gCO₂/t·nm),,1168.3,,3688.42,732.26,1415.69,1439.47,100.99,,,,1195.9,85.43,6.05,,,269.71,19.1,,,,1195.9,,,,,,,,,,,,,,,,MSC GABRIELLA,Container ship,189.0,28.0,9.9 m,1985.0,21887.0,31290.0,B&W,5L60MC,21887 KW,14.6,10.8
113,8415794,SEA PATRIS,Vehicle carrier,EIV (18.51 gCO₂/t·nm),,2935.96,,9283.53,6166.23,2233.11,688.59,195.6,,,,3005.6,75.86,28.75,,28.75,239.87,90.92,,90.92,,3005.6,,,,,,,,,,,,,,,,SEA PATRIS,Vehicle carrier,176.0,29.0,7.4 m,1985.0,36201.0,13895.0,,,,15.4,14.5
114,8416308,GNV BLU,Ro-pax ship,EIV (39.97 gCO₂/t·nm),,260.0,,822.84,730.0,0.0,0.0,96.0,702.61,120.23,,87.0,206.84,,,,654.61,,,,,87.0,,,,,,,,,,,,,,,,GNV BLU,Ro-pax ship,164.0,27.0,6.1 m,1986.0,31910.0,4642.0,,,26500 KW,14.2,13.3
115,8417118,SAFFET BEY,Ro-ro ship,EIV (19.9 gCO₂/t·nm),,5648.1,5320.5,17643.25,0.0,8864.52,8376.06,402.67,,,16592.97,5949.75,68.69,19.8,,,214.56,61.86,,,,5949.75,,64.7,18.65,,,,,201.79,58.17,,,,,,,SAFFET BEY,Ro-ro ship,163.0,23.0,6 m,1987.0,19689.0,14107.0,,,,14.7,13
116,8417625,POLARIS-2,Other ship types,EIV (28.73 gCO₂/t·nm),,2496.56,,7860.1,0.0,4823.5,2650.37,386.22,,,,3517.97,73.14,119.36,,119.36,230.29,375.77,,375.77,,3517.97,,,,,,,,,,,,,,,,POLARIS-2,Other ship types,149.0,22.0,8.2 m,,18007.0,8443.0,,,,15.9,13.7
117,8418174,RAUTARUUKKI,Other ship types,Not Applicable,IA Supper,2386.92,,7531.43,5704.17,0.0,0.0,1827.25,,,,3447.5,83.16,,,12.07,262.4,,,38.08,0.0,3447.5,0.0,,,,,,,,,,,,,,,RAUTARUUKKI,Other ship types,41.0,15.0,7.1 m,1986.0,1554.0,445.0,,,,13.7,8.8
118,8418265,MERRY M,General cargo ship,EIV (12.97 gCO₂/t·nm),,68.5,,216.63,0.0,96.66,114.2,5.77,,,,206.3,29.32,7.5,,7.17,92.74,23.71,,22.67,,206.3,,,,,,,,,,,,,,,,MERRY M,General cargo ship,115.0,18.0,5.2 m,1985.0,5451.0,8890.0,MAN-B&W,,2992 KW,14.5,11.7
119,8418758,MARYLAND,Bulk carrier,EIV (5.2 gCO₂/t·nm),IC,1980.5,,6349.48,0.0,3040.57,2853.66,455.25,,,,4829.7,50.19,4.78,,,160.91,15.32,,,,4829.7,,,,,,,,,,,,,,,,MARYLAND,Bulk carrier,180.0,23.0,5.8 m,1992.0,17464.0,26264.0,Sulzer,4RTA-58,5425 KW,---,---
120,8420787,STAR GRIP,General cargo ship,EIV (5.67 gCO₂/t·nm),,589.7,,1841.35,0.0,0.0,1814.74,26.61,,,,501.2,104.61,,,2.68,326.65,,,8.38,,501.2,,,,,,,,,,,,,,,,STAR GRIP,General cargo ship,197.0,29.0,---,1986.0,27192.0,43712.0,,,,---,---
121,8420842,WOLIN,Ro-pax ship,EIV (16.84 gCO₂/t·nm),IB,7564.84,,23837.09,22026.81,0.0,0.0,1810.29,17877.81,5959.28,,5288.83,114.53,,,,360.88,,,,0.0,5288.83,0.0,,,,,,,,,,,,,,,WOLIN,Ro-pax ship,186.0,23.0,5.7 m,1986.0,22874.0,5143.0,Sulzer,6l40/45,13200 KW,13.2,12.8
122,8420878,WIND STAR,Passenger ship,EIV (31.91 gCO₂/t·nm),,781.19,,2504.5,1913.3,371.35,0.0,219.84,,,,3324.52,48.97,,,,156.99,,,,,3324.52,,,,,,,,,,,,,,,,WIND STAR,Passenger ship,134.0,15.0,4.1 m,1986.0,5703.0,922.0,,,,10.6,8.7
123,8420892,MSC CHIARA,Container ship,EIV (15.07 gCO₂/t·nm),,712.61,,2255.09,0.0,992.34,1124.67,138.08,,,,567.9,126.22,4.87,,,399.44,15.42,,,,567.9,,,,,,,,,,,,,,,,MSC CHIARA,Container ship,198.0,32.0,12.5 m,1987.0,31430.0,41815.0,Sulzer,6RTA-76,16250 KW,15.3,14.2
124,8500484,ANDREAS KALVOS,Ro-pax ship,EIV (26.57 gCO₂/t·nm),,1938.62,,6153.63,4520.54,0.0,0.0,1663.14,375.26,5778.37,,2477.92,50.79,,,,161.23,,,,,2477.92,,,,,,,,,,,,,,,,ANDREAS KALVOS,Ro-pax ship,98.0,16.0,4.4 m,1985.0,1765.0,1734.0,,,,15.6,15.1
125,8500630,ATLANTIC LADY,Refrigerated cargo carrier,EIV (36.46 gCO₂/t·nm),IA,2221.0,195.1,7084.99,825.27,3394.82,1881.68,967.54,,,618.79,1595.0,123.93,51.82,,,395.32,165.31,,,,1595.0,,121.63,4.55,,,,,385.78,14.44,,,,,,,ATLANTIC LADY,Refrigerated cargo carrier,139.0,19.0,7.2 m,1986.0,8864.0,6333.0,B&W,7L45GFCA,9860 KW,---,---
126,8501464,ULUSOY-5,Ro-ro ship,EIV (19.9 gCO₂/t·nm),,3066.0,2929.0,9568.22,0.0,4637.14,4693.84,237.24,,,9129.0,3065.0,66.94,21.27,,,208.9,66.37,,,,3065.0,,63.95,20.32,,,,,199.31,63.33,,,,,,,ULUSOY-5,Ro-ro ship,163.0,23.0,6.3 m,1987.0,19689.0,14103.0,,,,17.7,13.9
127,8501957,GNV ARIES,Ro-pax ship,EIV (42.4 gCO₂/t·nm),,9468.0,,29944.26,21580.0,0.0,0.0,4543.0,27249.66,2694.6,,2388.0,226.94,,,,717.74,,,,,2388.0,,,,,,,,,,,,,,,,GNV ARIES,Ro-pax ship,179.0,25.0,,1987.0,31785.0,6403.0,,,,,
128,8502391,PRINCESS SEAWAYS,Ro-pax ship,EIV (5.27 gCO₂/t·nm),,12306.69,,39347.95,0.0,18370.59,19168.72,1736.42,27150.07,12197.88,,5190.0,147.47,,,,471.51,,,,,5190.0,,,,,,,,,,,,,,,,PRINCESS SEAWAYS,Ro-pax ship,161.0,28.0,6.2 m,1986.0,31356.0,3761.0,MAK,8M552,19600 KW,18.9,17.3
129,8502406,KING SEAWAYS,Ro-pax ship,EIV (4.29 gCO₂/t·nm),,14121.09,,45114.31,0.0,21155.98,22385.04,1467.09,33384.57,11729.74,,5709.27,153.88,,,,491.63,,,,,5709.27,,,,,,,,,,,,,,,,KING SEAWAYS,Ro-pax ship,162.0,27.0,6.2 m,1987.0,31788.0,3471.0,MAK,,,10.9,5.3
130,8502470,ACQUA STELLA,General cargo ship,EIV (14.15 gCO₂/t·nm),,307.25,,969.59,42.0,440.0,451.0,37.0,,,,930.0,42.83,8.23,,8.23,135.15,25.97,,25.97,,930.0,,,,,,,,,,,,,,,,ACQUA STELLA,General cargo ship,113.0,18.0,8.5 m,1985.0,5974.0,9650.0,,,640 KW,9.9,6.6
131,8503503,STEEL,Other ship types,Not Applicable,IA Supper,2202.8,,6947.86,5130.05,0.0,0.0,1817.81,,,,3383.2,88.38,,,12.19,278.75,,,38.45,0.0,3383.2,0.0,,,,,,,,,,,,,,,STEEL,Other ship types,41.0,15.0,7.1 m,1987.0,1562.0,431.0,Wartsila,6zal40,7642 KW,13.4,7.7
132,8503797,GNV ANTARES,Ro-pax ship,EIV (42.1 gCO₂/t·nm),,9330.0,,29480.45,22187.0,0.0,0.0,7291.0,27120.1,2360.35,,2539.0,234.5,,,,740.96,,,,,2539.0,,,,,,,,,,,,,,,,GNV ANTARES,Ro-pax ship,179.0,25.0,,1987.0,31598.0,6748.0,Sulzer,,19200 KW,,
133,8505836,MSC GIOVANNA,Container ship,EIV (17.46 gCO₂/t·nm),,2379.75,,7533.53,1878.56,2723.15,2398.42,533.41,,,,2581.2,92.96,5.25,,,294.28,16.62,,,,2581.2,,,,,,,,,,,,,,,,MSC GIOVANNA,Container ship,177.0,32.0,8.4 m,1987.0,27103.0,25904.0,B&W,6L70MC-C,13407 KW,16.2,13.1
134,8506311,GNV ALLEGRA,Ro-pax ship,EIV (94.6 gCO₂/t·nm),IB,5098.0,,16120.56,14609.0,324.0,287.0,898.0,14988.48,1132.08,,1726.0,165.08,,,,522.01,,,,,1726.0,,,,,,,,,,,,,,,,GNV ALLEGRA,Ro-pax ship,166.0,28.0,6.5 m,1987.0,31914.0,4606.0,Wartsila,6L32,15713 KW,19,17.3
135,8506361,BASHAR ONE TRANSPORT,Other ship types,EIV (8.65 gCO₂/t·nm),,1958.9,,6190.75,0.0,3254.94,2634.93,300.88,,,,2526.3,97.9,57.11,,35.75,309.38,180.48,,112.98,,2526.3,,,,,,,,,,,,,,,,BASHAR ONE TRANSPORT,Other ship types,179.0,26.0,7.7 m,1986.0,18341.0,16453.0,,,11040 KW,14.3,10
136,8509375,MSC DENISSE,Container ship,EIV (14.67 gCO₂/t·nm),,554.22,,1752.3,0.0,1241.59,388.27,122.44,,,,482.6,131.51,14,,,415.8,44.26,,,,482.6,,,,,,,,,,,,,,,,MSC DENISSE,Container ship,198.0,32.0,8.5 m,1988.0,31430.0,41771.0,Sulzer,6RTA-76,16250 KW,11.7,10.3
137,8509533,GOGLAND REEFER,Refrigerated cargo carrier,EIV (48 gCO₂/t·nm),PC7,1065.44,,3371.65,0.0,749.63,1931.82,690.19,,,,923.0,102.08,84.1,,,323.05,266.13,,,,923.0,,,,,,,,,,,,,,,,GOGLAND REEFER,Refrigerated cargo carrier,139.0,20.0,8.2 m,1988.0,8864.0,6640.0,B&W,10L45GFCA,7282 KW,16.2,13.2
138,8509557,NOVIY SVET,Refrigerated cargo carrier,EIV (30.2 gCO₂/t·nm),IC,1472.0,,4687.62,0.0,2159.03,1789.94,738.66,,,,1605.5,74.21,45.46,,,236.32,144.77,,,,1605.5,,,,,,,,,,,,,,,,NOVIY SVET,Refrigerated cargo carrier,124.0,19.0,6.5 m,1990.0,7395.0,6232.0,MAN-B&W,6L50MCE,5520 KW,15.7,11.8
139,8512152,AL ANDALUS EXPRESS,Ro-pax ship,EIV (36.93 gCO₂/t·nm),,3520.52,,10985.45,9588.9,0.0,0.0,1396.51,191.26,10794.19,,1584.74,142.86,,,,445.78,,,,,1584.74,,,,,,,,,,,,,,,,AL ANDALUS EXPRESS,Ro-pax ship,160.0,22.0,5.2 m,1987.0,13727.0,4284.0,Sulzer,,9182 KW,17.6,14.4
